RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Binocular	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
578421.8	18:01:53:548	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	46	2.8	674.1	283.0	776.1	169.0	-	0.0	0.1	1.0	00:00:10:537	-	-	-	-	-	-	-	-
578455.3	18:01:53:581	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	46	2.7	676.7	279.8	780.0	164.1	-	0.0	0.1	1.0	00:00:10:578	-	-	-	-	-	-	-	-
578488.8	18:01:53:615	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	46	2.8	676.1	281.1	779.0	165.1	-	0.0	0.1	1.0	00:00:10:620	-	-	-	-	-	-	-	-
578521.8	18:01:53:648	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	47	2.8	682.0	282.6	785.2	168.1	-	0.0	0.1	1.0	00:00:10:620	-	-	-	-	-	-	-	-
578554.9	18:01:53:681	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	47	2.8	700.7	282.7	803.9	169.0	-	0.0	0.1	1.0	00:00:10:662	-	-	-	-	-	-	-	-
578588.2	18:01:53:714	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	47	2.8	703.5	281.4	806.7	168.5	-	0.0	0.1	1.0	00:00:10:703	-	-	-	-	-	-	-	-
578622.4	18:01:53:749	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	47	2.8	704.6	281.5	808.8	168.6	-	0.0	0.1	1.0	00:00:10:745	-	-	-	-	-	-	-	-
578655.0	18:01:53:781	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	47	2.8	704.0	279.0	807.7	167.1	-	0.0	0.1	1.0	00:00:10:745	-	-	-	-	-	-	-	-
578688.5	18:01:53:815	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	47	2.8	704.1	280.0	808.1	168.1	-	0.0	0.1	1.0	00:00:10:787	-	-	-	-	-	-	-	-
578721.6	18:01:53:848	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	47	2.8	704.5	279.3	808.2	166.3	-	0.0	0.1	1.0	00:00:10:828	-	-	-	-	-	-	-	-
578755.0	18:01:53:881	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	48	2.8	705.2	277.9	808.9	165.2	-	0.0	0.1	1.0	00:00:10:870	-	-	-	-	-	-	-	-
578787.9	18:01:53:914	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	48	2.8	720.0	278.8	824.1	165.6	-	0.0	0.1	1.0	00:00:10:912	-	-	-	-	-	-	-	-
578821.3	18:01:53:947	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	727.0	281.2	830.9	169.8	-	0.0	0.1	1.0	00:00:10:912	-	-	-	-	-	-	-	-
578854.6	18:01:53:981	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	728.1	281.9	831.3	171.5	-	0.0	0.1	1.0	00:00:10:952	-	-	-	-	-	-	-	-
578887.7	18:01:54:014	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	729.9	282.0	832.6	171.1	-	0.0	0.1	1.0	00:00:10:994	-	-	-	-	-	-	-	-
578921.3	18:01:54:047	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	728.9	280.5	832.8	170.9	-	0.0	0.1	1.0	00:00:11:036	-	-	-	-	-	-	-	-
578954.4	18:01:54:080	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	727.1	277.4	830.6	167.1	-	0.0	0.1	1.0	00:00:11:077	-	-	-	-	-	-	-	-
578987.7	18:01:54:114	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	726.2	280.1	829.7	168.9	-	0.0	0.1	1.0	00:00:11:119	-	-	-	-	-	-	-	-
579021.0	18:01:54:147	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	48	2.8	726.6	281.3	829.7	170.0	-	0.0	0.1	1.0	00:00:11:119	-	-	-	-	-	-	-	-
579054.4	18:01:54:181	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	49	2.8	738.1	280.9	842.3	171.7	-	0.0	0.1	1.0	00:00:11:161	-	-	-	-	-	-	-	-
579088.3	18:01:54:214	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	49	2.8	755.1	285.1	858.1	177.1	-	0.0	0.1	1.0	00:00:11:202	-	-	-	-	-	-	-	-
579120.6	18:01:54:247	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	49	2.8	755.9	284.7	859.4	177.0	-	-0.1	0.1	1.0	00:00:11:244	-	-	-	-	-	-	-	-
579154.2	18:01:54:280	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	49	2.8	755.5	283.4	859.4	174.2	-	-0.1	0.1	1.0	00:00:11:286	-	-	-	-	-	-	-	-
579187.8	18:01:54:314	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	49	2.8	753.5	283.1	857.7	174.7	-	0.0	0.1	1.0	00:00:11:286	-	-	-	-	-	-	-	-
579220.4	18:01:54:347	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	49	2.8	753.1	283.8	857.5	175.2	-	0.0	0.1	1.0	00:00:11:327	-	-	-	-	-	-	-	-
579253.8	18:01:54:380	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	50	2.8	752.4	284.0	856.4	175.2	-	0.0	0.1	1.0	00:00:11:369	-	-	-	-	-	-	-	-
579287.1	18:01:54:413	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	50	2.8	766.1	283.7	869.2	175.2	-	-0.1	0.1	1.0	00:00:11:411	-	-	-	-	-	-	-	-
579320.4	18:01:54:446	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	50	2.8	772.1	285.1	875.7	178.1	-	-0.1	0.1	1.0	00:00:11:452	-	-	-	-	-	-	-	-
579353.6	18:01:54:480	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	50	2.8	772.3	285.2	876.1	178.1	-	-0.1	0.1	1.0	00:00:11:452	-	-	-	-	-	-	-	-
579386.9	18:01:54:513	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	51	2.8	765.8	284.9	869.8	177.4	-	-0.1	0.1	1.0	00:00:11:494	-	-	-	-	-	-	-	-
579420.3	18:01:54:546	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	51	2.6	599.8	296.3	697.4	178.0	-	0.1	0.1	1.0	00:00:11:536	-	-	-	-	-	-	-	-
579453.9	18:01:54:580	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	51	2.8	589.6	298.9	687.2	182.4	-	0.1	0.1	1.0	00:00:11:577	-	-	-	-	-	-	-	-
579487.0	18:01:54:613	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	591.8	295.1	690.7	176.2	-	0.1	0.1	1.0	00:00:11:619	-	-	-	-	-	-	-	-
579520.2	18:01:54:646	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	591.7	292.6	691.8	175.4	-	0.1	0.1	1.0	00:00:11:619	-	-	-	-	-	-	-	-
579553.8	18:01:54:680	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	592.6	291.7	693.3	175.2	-	0.1	0.1	1.0	00:00:11:661	-	-	-	-	-	-	-	-
579586.5	18:01:54:713	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	593.6	290.2	695.0	173.1	-	0.1	0.1	1.0	00:00:11:702	-	-	-	-	-	-	-	-
579619.8	18:01:54:746	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	594.8	288.9	695.5	173.3	-	0.1	0.1	1.0	00:00:11:744	-	-	-	-	-	-	-	-
579653.1	18:01:54:779	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	595.2	287.8	697.5	171.4	-	0.1	0.1	1.0	00:00:11:744	-	-	-	-	-	-	-	-
579686.5	18:01:54:813	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	51	2.8	596.1	287.9	698.3	171.6	-	0.1	0.1	1.0	00:00:11:786	-	-	-	-	-	-	-	-
579720.0	18:01:54:846	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	52	2.8	598.1	286.9	700.3	171.2	-	0.1	0.1	1.0	00:00:11:827	-	-	-	-	-	-	-	-
579753.1	18:01:54:879	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	52	2.8	622.5	285.4	724.2	169.2	-	0.1	0.1	1.0	00:00:11:869	-	-	-	-	-	-	-	-
579786.2	18:01:54:912	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	52	2.8	622.8	286.3	725.0	174.1	-	0.1	0.1	1.0	00:00:11:911	-	-	-	-	-	-	-	-
579819.5	18:01:54:946	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	52	2.8	621.9	283.8	724.2	169.9	-	0.1	0.1	1.0	00:00:11:952	-	-	-	-	-	-	-	-
579853.4	18:01:54:980	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	52	2.8	622.9	283.4	725.7	169.1	-	0.1	0.1	1.0	00:00:11:952	-	-	-	-	-	-	-	-
579886.3	18:01:55:012	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	52	2.8	620.7	283.6	723.1	170.1	-	0.1	0.1	1.0	00:00:11:994	-	-	-	-	-	-	-	-
579919.7	18:01:55:046	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	52	2.8	619.3	283.5	720.5	170.4	-	0.1	0.1	1.0	00:00:12:036	-	-	-	-	-	-	-	-
579952.5	18:01:55:079	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	53	2.8	620.0	282.9	722.3	167.9	-	0.1	0.1	1.0	00:00:12:077	-	-	-	-	-	-	-	-
579986.2	18:01:55:112	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	53	2.8	639.7	283.0	741.1	168.1	-	0.0	0.1	1.0	00:00:12:119	-	-	-	-	-	-	-	-
580020.0	18:01:55:146	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	53	2.8	639.5	284.5	741.2	171.1	-	0.0	0.1	1.0	00:00:12:119	-	-	-	-	-	-	-	-
580052.4	18:01:55:179	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	53	2.7	642.2	282.4	744.8	168.5	-	0.0	0.1	1.0	00:00:12:161	-	-	-	-	-	-	-	-
580085.8	18:01:55:212	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	53	2.8	641.6	283.7	744.1	171.1	-	0.0	0.1	1.0	00:00:12:202	-	-	-	-	-	-	-	-
580119.1	18:01:55:245	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	53	2.7	642.0	282.3	744.5	166.7	-	0.0	0.1	1.0	00:00:12:244	-	-	-	-	-	-	-	-
580152.1	18:01:55:278	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	54	2.8	642.0	282.5	745.0	167.0	-	0.0	0.1	1.0	00:00:12:244	-	-	-	-	-	-	-	-
580185.5	18:01:55:312	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	54	2.8	658.0	284.8	760.5	171.5	-	0.0	0.1	1.0	00:00:12:286	-	-	-	-	-	-	-	-
580218.7	18:01:55:345	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	54	2.8	665.3	285.3	768.0	173.2	-	0.0	0.1	1.0	00:00:12:327	-	-	-	-	-	-	-	-
580252.1	18:01:55:378	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	54	2.8	665.5	285.2	767.5	171.5	-	0.0	0.1	1.0	00:00:12:369	-	-	-	-	-	-	-	-
580285.6	18:01:55:412	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	54	2.7	665.6	286.0	768.6	172.8	-	0.0	0.1	1.0	00:00:12:411	-	-	-	-	-	-	-	-
580318.9	18:01:55:445	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	54	2.8	666.7	285.1	769.4	171.7	-	0.0	0.1	1.0	00:00:12:411	-	-	-	-	-	-	-	-
580352.3	18:01:55:478	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	54	2.8	666.9	284.8	770.3	171.3	-	0.0	0.1	1.0	00:00:12:452	-	-	-	-	-	-	-	-
580385.6	18:01:55:512	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	55	2.8	665.2	286.4	766.9	173.9	-	0.0	0.1	1.0	00:00:12:494	-	-	-	-	-	-	-	-
580418.4	18:01:55:545	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	55	2.8	679.5	285.6	782.7	172.2	-	0.0	0.1	1.0	00:00:12:536	-	-	-	-	-	-	-	-
580451.6	18:01:55:578	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	55	2.8	689.5	287.4	792.8	173.2	-	0.0	0.1	1.0	00:00:12:577	-	-	-	-	-	-	-	-
580485.0	18:01:55:611	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	55	2.8	690.2	287.5	793.4	172.4	-	0.0	0.1	1.0	00:00:12:577	-	-	-	-	-	-	-	-
580518.3	18:01:55:644	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	55	2.8	691.3	286.4	793.8	171.5	-	0.0	0.1	1.0	00:00:12:619	-	-	-	-	-	-	-	-
580551.6	18:01:55:678	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	55	2.8	691.3	287.0	795.6	173.1	-	0.0	0.1	1.0	00:00:12:661	-	-	-	-	-	-	-	-
580584.8	18:01:55:711	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	56	2.8	690.7	289.4	794.8	174.5	-	0.0	0.1	1.0	00:00:12:702	-	-	-	-	-	-	-	-
580618.3	18:01:55:744	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	56	2.8	692.0	289.9	797.0	175.7	-	0.0	0.1	1.0	00:00:12:744	-	-	-	-	-	-	-	-
580651.6	18:01:55:778	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	56	2.8	717.8	291.4	821.1	179.0	-	0.0	0.1	1.0	00:00:12:786	-	-	-	-	-	-	-	-
580685.0	18:01:55:811	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	56	2.8	719.0	290.2	822.6	177.2	-	0.0	0.1	1.0	00:00:12:786	-	-	-	-	-	-	-	-
580718.4	18:01:55:845	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	56	2.7	717.3	289.3	822.5	176.9	-	0.0	0.1	1.0	00:00:12:827	-	-	-	-	-	-	-	-
580751.7	18:01:55:878	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	56	2.8	716.7	289.4	820.8	177.2	-	0.0	0.1	1.0	00:00:12:869	-	-	-	-	-	-	-	-
580784.4	18:01:55:911	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	57	2.8	716.5	288.8	821.2	177.1	-	0.0	0.1	1.0	00:00:12:911	-	-	-	-	-	-	-	-
580818.1	18:01:55:944	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	57	2.8	740.3	289.9	843.0	180.2	-	0.0	0.1	1.0	00:00:12:911	-	-	-	-	-	-	-	-
580851.3	18:01:55:977	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	743.5	290.7	845.1	180.0	-	0.0	0.1	1.0	00:00:12:952	-	-	-	-	-	-	-	-
580884.7	18:01:56:011	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	743.4	290.0	845.8	181.2	-	0.0	0.1	1.0	00:00:12:994	-	-	-	-	-	-	-	-
580917.7	18:01:56:044	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	743.5	288.3	847.0	178.5	-	0.0	0.1	1.0	00:00:13:036	-	-	-	-	-	-	-	-
580950.8	18:01:56:077	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	743.7	285.7	846.9	175.5	-	0.0	0.1	1.0	00:00:13:077	-	-	-	-	-	-	-	-
580984.3	18:01:56:110	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	743.4	286.2	847.0	174.9	-	0.0	0.1	1.0	00:00:13:077	-	-	-	-	-	-	-	-
581017.8	18:01:56:144	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	57	2.8	742.7	285.0	845.8	174.9	-	0.0	0.1	1.0	00:00:13:118	-	-	-	-	-	-	-	-
581050.6	18:01:56:177	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	58	2.8	750.3	285.7	853.1	175.4	-	0.0	0.1	1.0	00:00:13:160	-	-	-	-	-	-	-	-
581084.0	18:01:56:210	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	58	2.8	763.0	286.9	866.6	174.5	-	-0.1	0.1	1.0	00:00:13:201	-	-	-	-	-	-	-	-
581117.2	18:01:56:243	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	58	2.8	762.8	288.1	865.8	175.8	-	-0.1	0.1	1.0	00:00:13:243	-	-	-	-	-	-	-	-
581150.8	18:01:56:277	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	58	2.8	760.7	287.9	865.5	176.1	-	-0.1	0.1	1.0	00:00:13:243	-	-	-	-	-	-	-	-
581184.1	18:01:56:310	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	59	2.8	758.7	286.0	864.2	174.6	-	-0.1	0.1	1.0	00:00:13:285	-	-	-	-	-	-	-	-
581217.2	18:01:56:343	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	59	2.5	614.4	295.6	715.8	178.0	-	0.1	0.1	1.0	00:00:13:326	-	-	-	-	-	-	-	-
581250.2	18:01:56:376	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	59	2.6	599.6	299.1	700.1	179.6	-	0.1	0.1	1.0	00:00:13:368	-	-	-	-	-	-	-	-
581283.8	18:01:56:410	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	59	2.7	601.7	296.7	702.1	179.0	-	0.1	0.1	1.0	00:00:13:410	-	-	-	-	-	-	-	-
581316.9	18:01:56:443	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	59	2.7	601.9	295.1	702.9	176.7	-	0.1	0.1	1.0	00:00:13:410	-	-	-	-	-	-	-	-
581350.1	18:01:56:476	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	59	2.8	603.0	293.8	705.2	174.7	-	0.1	0.1	1.0	00:00:13:451	-	-	-	-	-	-	-	-
581383.8	18:01:56:510	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	60	2.8	598.4	293.8	700.7	173.4	-	0.1	0.1	1.0	00:00:13:493	-	-	-	-	-	-	-	-
581416.6	18:01:56:543	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	60	2.8	590.2	293.5	692.6	172.8	-	0.1	0.1	1.0	00:00:13:535	-	-	-	-	-	-	-	-
581450.1	18:01:56:576	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	60	2.8	588.8	294.6	690.0	177.6	-	0.1	0.1	1.0	00:00:13:576	-	-	-	-	-	-	-	-
581483.2	18:01:56:609	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	60	2.8	589.2	294.1	690.8	176.2	-	0.1	0.1	1.0	00:00:13:618	-	-	-	-	-	-	-	-
581516.9	18:01:56:643	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	60	2.8	590.2	294.1	693.6	174.6	-	0.1	0.1	1.0	00:00:13:618	-	-	-	-	-	-	-	-
581549.9	18:01:56:676	Trial001	Participant 1-1-recording.avi	10185.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	61	2.8	593.8	293.5	695.3	173.0	-	0.1	0.1	1.0	00:00:13:660	-	-	-	-	-	-	-	-
