RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Binocular	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
618785.0	18:02:33:911	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	202	2.8	705.5	173.0	814.9	62.7	-	0.0	0.2	1.0	00:00:50:851	-	-	-	-	-	-	-	-
618818.3	18:02:33:944	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	207	2.7	708.9	170.4	819.6	60.1	-	0.0	0.2	1.0	00:00:50:893	-	-	-	-	-	-	-	-
618851.6	18:02:33:978	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	207	2.7	725.1	169.9	835.0	58.0	-	0.0	0.2	1.0	00:00:50:934	-	-	-	-	-	-	-	-
618885.0	18:02:34:011	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	203	2.6	730.5	174.0	841.7	64.0	-	0.0	0.2	1.0	00:00:50:976	-	-	-	-	-	-	-	-
618918.1	18:02:34:044	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	203	2.7	726.9	171.1	836.1	59.4	-	0.0	0.2	1.0	00:00:51:018	-	-	-	-	-	-	-	-
618951.5	18:02:34:078	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	203	2.6	729.1	170.3	841.1	61.8	-	0.0	0.2	1.0	00:00:51:018	-	-	-	-	-	-	-	-
618985.5	18:02:34:112	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	208	2.7	727.9	168.6	837.3	55.1	-	0.0	0.2	1.0	00:00:51:059	-	-	-	-	-	-	-	-
619018.1	18:02:34:144	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	208	2.7	747.2	169.5	855.9	57.3	-	0.0	0.2	1.0	00:00:51:101	-	-	-	-	-	-	-	-
619051.2	18:02:34:177	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	750.2	169.6	859.5	58.5	-	0.0	0.2	1.0	00:00:51:143	-	-	-	-	-	-	-	-
619084.6	18:02:34:211	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.7	749.5	170.1	858.8	59.7	-	0.0	0.2	1.0	00:00:51:184	-	-	-	-	-	-	-	-
619117.8	18:02:34:244	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	747.9	168.0	856.4	59.1	-	0.0	0.2	1.0	00:00:51:226	-	-	-	-	-	-	-	-
619151.7	18:02:34:278	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	748.1	167.3	857.8	58.0	-	0.0	0.2	1.0	00:00:51:226	-	-	-	-	-	-	-	-
619184.3	18:02:34:310	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	747.4	167.4	857.4	58.1	-	0.0	0.2	1.0	00:00:51:268	-	-	-	-	-	-	-	-
619217.6	18:02:34:344	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	748.6	168.4	858.7	58.8	-	0.0	0.2	1.0	00:00:51:309	-	-	-	-	-	-	-	-
619251.0	18:02:34:377	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	204	2.8	748.8	167.3	859.3	54.9	-	0.0	0.2	1.0	00:00:51:309	-	-	-	-	-	-	-	-
619284.3	18:02:34:410	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	209	2.8	758.2	169.1	867.4	58.1	-	-0.1	0.2	1.0	00:00:51:351	-	-	-	-	-	-	-	-
619317.5	18:02:34:444	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	209	2.8	769.0	170.2	878.5	61.4	-	-0.1	0.2	1.0	00:00:51:393	-	-	-	-	-	-	-	-
619350.8	18:02:34:477	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	205	2.8	770.9	171.3	880.9	62.3	-	-0.1	0.2	1.0	00:00:51:434	-	-	-	-	-	-	-	-
619384.1	18:02:34:510	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	205	2.9	770.5	170.6	879.4	61.2	-	-0.1	0.2	1.0	00:00:51:434	-	-	-	-	-	-	-	-
619417.3	18:02:34:543	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	205	2.8	773.7	169.9	884.6	59.4	-	-0.1	0.2	1.0	00:00:51:476	-	-	-	-	-	-	-	-
619450.4	18:02:34:577	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	210	2.9	772.6	171.9	880.1	61.6	-	-0.1	0.2	1.0	00:00:51:518	-	-	-	-	-	-	-	-
619484.0	18:02:34:610	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	210	2.9	792.1	170.9	898.0	60.4	-	-0.1	0.2	1.0	00:00:51:559	-	-	-	-	-	-	-	-
619517.1	18:02:34:643	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	206	2.8	799.3	177.6	907.0	69.7	-	-0.1	0.1	1.0	00:00:51:601	-	-	-	-	-	-	-	-
619550.8	18:02:34:677	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	206	2.9	800.9	176.2	907.5	66.2	-	-0.1	0.2	1.0	00:00:51:643	-	-	-	-	-	-	-	-
619583.7	18:02:34:710	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	206	2.9	800.5	175.9	907.9	65.6	-	-0.1	0.2	1.0	00:00:51:643	-	-	-	-	-	-	-	-
619617.4	18:02:34:744	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	206	2.9	801.7	174.5	907.7	65.2	-	-0.1	0.2	1.0	00:00:51:684	-	-	-	-	-	-	-	-
619650.8	18:02:34:777	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	211	2.8	802.7	178.1	910.0	71.2	-	-0.1	0.1	1.0	00:00:51:726	-	-	-	-	-	-	-	-
619683.5	18:02:34:810	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	211	2.9	811.1	176.2	919.3	67.0	-	-0.1	0.2	1.0	00:00:51:768	-	-	-	-	-	-	-	-
619716.7	18:02:34:843	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	211	3.0	831.7	177.8	940.4	70.0	-	-0.1	0.1	1.0	00:00:51:809	-	-	-	-	-	-	-	-
619750.0	18:02:34:876	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	3.0	832.7	176.3	940.2	68.1	-	-0.1	0.1	1.0	00:00:51:809	-	-	-	-	-	-	-	-
619783.6	18:02:34:910	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	3.0	833.9	178.1	941.1	69.5	-	-0.1	0.1	1.0	00:00:51:851	-	-	-	-	-	-	-	-
619817.0	18:02:34:943	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	3.0	831.8	178.7	939.1	69.9	-	-0.1	0.1	1.0	00:00:51:893	-	-	-	-	-	-	-	-
619850.4	18:02:34:977	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	2.9	830.4	177.4	937.6	69.1	-	-0.1	0.1	1.0	00:00:51:934	-	-	-	-	-	-	-	-
619883.2	18:02:35:009	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	3.0	829.1	178.3	935.8	67.5	-	-0.1	0.1	1.0	00:00:51:976	-	-	-	-	-	-	-	-
619916.4	18:02:35:043	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	207	3.0	828.4	177.2	935.7	68.7	-	-0.1	0.1	1.0	00:00:51:976	-	-	-	-	-	-	-	-
619950.0	18:02:35:076	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	212	3.0	838.9	178.9	944.9	68.7	-	-0.1	0.1	1.0	00:00:52:018	-	-	-	-	-	-	-	-
619983.3	18:02:35:109	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	212	2.9	856.7	182.8	960.8	75.6	-	-0.1	0.1	1.0	00:00:52:059	-	-	-	-	-	-	-	-
620016.5	18:02:35:143	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	208	3.0	856.9	179.8	960.5	71.2	-	-0.1	0.1	1.0	00:00:52:101	-	-	-	-	-	-	-	-
620049.6	18:02:35:176	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	208	3.0	856.2	182.7	961.4	73.5	-	-0.1	0.1	1.0	00:00:52:143	-	-	-	-	-	-	-	-
620082.7	18:02:35:209	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	208	3.0	856.6	180.0	961.1	70.9	-	-0.1	0.1	1.0	00:00:52:143	-	-	-	-	-	-	-	-
620116.1	18:02:35:242	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	208	2.9	856.4	181.1	960.9	72.3	-	-0.1	0.1	1.0	00:00:52:184	-	-	-	-	-	-	-	-
620149.4	18:02:35:276	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	213	3.0	857.6	179.5	962.6	69.5	-	-0.1	0.1	1.0	00:00:52:226	-	-	-	-	-	-	-	-
620182.6	18:02:35:309	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	213	2.9	871.5	181.5	974.6	73.9	-	-0.1	0.1	1.0	00:00:52:268	-	-	-	-	-	-	-	-
620215.9	18:02:35:342	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	-	-	3.0	870.7	181.1	974.7	73.2	-	-0.1	0.1	1.0	00:00:52:268	-	-	-	-	-	-	-	-
620249.3	18:02:35:375	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	214	2.9	866.7	182.2	970.2	73.3	-	-0.1	0.1	1.0	00:00:52:309	-	-	-	-	-	-	-	-
620282.6	18:02:35:409	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	214	2.7	711.7	188.8	811.7	75.4	-	0.0	0.1	1.0	00:00:52:351	-	-	-	-	-	-	-	-
620316.0	18:02:35:442	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.8	685.7	196.3	786.5	82.3	-	0.0	0.1	1.0	00:00:52:393	-	-	-	-	-	-	-	-
620349.1	18:02:35:475	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.9	685.4	194.1	784.6	78.8	-	0.0	0.1	1.0	00:00:52:434	-	-	-	-	-	-	-	-
620382.2	18:02:35:508	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.8	686.1	192.5	786.8	81.0	-	0.0	0.1	1.0	00:00:52:475	-	-	-	-	-	-	-	-
620415.9	18:02:35:542	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.9	685.5	189.2	787.0	72.8	-	0.0	0.1	1.0	00:00:52:475	-	-	-	-	-	-	-	-
620448.8	18:02:35:575	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.8	685.9	188.6	787.6	74.8	-	0.0	0.1	1.0	00:00:52:517	-	-	-	-	-	-	-	-
620482.4	18:02:35:609	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.8	687.2	187.7	790.8	76.0	-	0.0	0.1	1.0	00:00:52:558	-	-	-	-	-	-	-	-
620515.3	18:02:35:641	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	209	2.9	687.8	187.2	790.3	74.5	-	0.0	0.1	1.0	00:00:52:600	-	-	-	-	-	-	-	-
620548.5	18:02:35:675	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	215	2.8	702.7	187.0	804.1	74.7	-	0.0	0.1	1.0	00:00:52:642	-	-	-	-	-	-	-	-
620582.1	18:02:35:708	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	215	2.8	717.9	188.3	819.9	78.4	-	0.0	0.1	1.0	00:00:52:642	-	-	-	-	-	-	-	-
620615.7	18:02:35:742	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.9	719.6	184.6	821.3	71.3	-	0.0	0.1	1.0	00:00:52:683	-	-	-	-	-	-	-	-
620649.1	18:02:35:775	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.9	722.6	184.0	825.3	71.5	-	0.0	0.1	1.0	00:00:52:725	-	-	-	-	-	-	-	-
620681.7	18:02:35:808	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.8	725.3	184.4	830.6	73.8	-	0.0	0.1	1.0	00:00:52:767	-	-	-	-	-	-	-	-
620715.1	18:02:35:841	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.8	725.2	183.2	829.7	72.8	-	0.0	0.1	1.0	00:00:52:808	-	-	-	-	-	-	-	-
620748.9	18:02:35:875	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.8	725.9	181.4	830.9	68.9	-	0.0	0.2	1.0	00:00:52:808	-	-	-	-	-	-	-	-
620782.0	18:02:35:908	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	210	2.8	725.6	182.4	830.2	72.7	-	0.0	0.1	1.0	00:00:52:850	-	-	-	-	-	-	-	-
620815.2	18:02:35:941	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	216	2.8	729.1	179.8	837.1	68.8	-	0.0	0.2	1.0	00:00:52:892	-	-	-	-	-	-	-	-
620848.5	18:02:35:975	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	216	2.9	752.5	178.6	854.4	66.4	-	0.0	0.2	1.0	00:00:52:933	-	-	-	-	-	-	-	-
620881.4	18:02:36:008	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	216	2.8	755.5	182.9	859.6	73.2	-	0.0	0.1	1.0	00:00:52:975	-	-	-	-	-	-	-	-
620914.7	18:02:36:041	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	211	2.8	757.3	179.4	862.1	67.3	-	0.0	0.2	1.0	00:00:52:975	-	-	-	-	-	-	-	-
620948.3	18:02:36:074	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	211	2.8	757.7	179.9	862.3	69.3	-	0.0	0.2	1.0	00:00:53:017	-	-	-	-	-	-	-	-
620981.2	18:02:36:107	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	211	2.8	758.1	179.4	862.1	67.8	-	0.0	0.2	1.0	00:00:53:058	-	-	-	-	-	-	-	-
621014.5	18:02:36:141	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	211	2.8	758.3	180.9	862.6	69.5	-	-0.1	0.2	1.0	00:00:53:100	-	-	-	-	-	-	-	-
621047.9	18:02:36:174	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	211	2.8	758.0	179.1	863.1	66.8	-	-0.1	0.2	1.0	00:00:53:100	-	-	-	-	-	-	-	-
621081.2	18:02:36:207	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	217	2.8	771.1	182.8	873.5	71.0	-	-0.1	0.1	1.0	00:00:53:142	-	-	-	-	-	-	-	-
621114.6	18:02:36:241	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	217	2.8	784.9	183.0	889.9	74.0	-	-0.1	0.1	1.0	00:00:53:183	-	-	-	-	-	-	-	-
621147.9	18:02:36:274	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.8	787.5	183.4	891.9	72.1	-	-0.1	0.1	1.0	00:00:53:225	-	-	-	-	-	-	-	-
621180.8	18:02:36:307	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.8	787.5	181.7	891.9	72.0	-	-0.1	0.1	1.0	00:00:53:267	-	-	-	-	-	-	-	-
621214.1	18:02:36:340	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.9	786.7	181.0	891.5	70.7	-	-0.1	0.1	1.0	00:00:53:308	-	-	-	-	-	-	-	-
621247.5	18:02:36:374	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.9	786.0	180.5	890.7	70.0	-	-0.1	0.1	1.0	00:00:53:308	-	-	-	-	-	-	-	-
621281.0	18:02:36:407	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.9	785.5	182.5	890.4	70.3	-	-0.1	0.1	1.0	00:00:53:350	-	-	-	-	-	-	-	-
621314.2	18:02:36:440	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	212	2.8	785.9	180.3	892.2	68.3	-	-0.1	0.2	1.0	00:00:53:392	-	-	-	-	-	-	-	-
621347.1	18:02:36:473	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	218	2.9	784.6	180.2	890.4	68.4	-	-0.1	0.2	1.0	00:00:53:433	-	-	-	-	-	-	-	-
621380.7	18:02:36:507	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	218	2.8	799.1	182.7	903.5	72.4	-	-0.1	0.1	1.0	00:00:53:433	-	-	-	-	-	-	-	-
621414.1	18:02:36:540	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	213	2.9	799.0	181.8	904.3	69.1	-	-0.1	0.1	1.0	00:00:53:475	-	-	-	-	-	-	-	-
621447.5	18:02:36:574	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	213	2.9	799.0	181.4	904.0	69.9	-	-0.1	0.1	1.0	00:00:53:517	-	-	-	-	-	-	-	-
621480.8	18:02:36:607	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	213	2.9	799.0	178.8	903.8	67.6	-	-0.1	0.2	1.0	00:00:53:558	-	-	-	-	-	-	-	-
621514.1	18:02:36:640	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	213	2.9	798.9	178.9	903.8	66.7	-	-0.1	0.2	1.0	00:00:53:600	-	-	-	-	-	-	-	-
621547.0	18:02:36:673	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	213	2.9	798.0	177.5	905.5	66.7	-	-0.1	0.2	1.0	00:00:53:642	-	-	-	-	-	-	-	-
621580.6	18:02:36:707	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	219	2.9	800.8	178.8	908.2	68.4	-	-0.1	0.1	1.0	00:00:53:642	-	-	-	-	-	-	-	-
621613.8	18:02:36:740	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Saccade	219	2.9	813.9	177.3	918.7	64.4	-	-0.1	0.2	1.0	00:00:53:683	-	-	-	-	-	-	-	-
621646.9	18:02:36:773	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	214	2.9	816.9	178.9	922.4	67.9	-	-0.1	0.1	1.0	00:00:53:725	-	-	-	-	-	-	-	-
621680.0	18:02:36:806	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	214	2.9	818.1	179.5	924.1	69.4	-	-0.1	0.1	1.0	00:00:53:767	-	-	-	-	-	-	-	-
621713.3	18:02:36:839	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	214	2.9	818.9	176.4	924.0	65.9	-	-0.1	0.2	1.0	00:00:53:808	-	-	-	-	-	-	-	-
621746.7	18:02:36:873	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	214	2.9	817.2	177.4	923.3	66.0	-	-0.1	0.2	1.0	00:00:53:808	-	-	-	-	-	-	-	-
621779.8	18:02:36:906	Trial001	Participant 1-1-recording.avi	50430.0	58764.1	Participant 1	Coral	100.0	Eye	Visual Intake	214	2.9	816.3	175.7	921.3	65.9	-	-0.1	0.2	1.0	00:00:53:850	-	-	-	-	-	-	-	-
