RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Binocular	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
89703.4	18:02:07:757	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	73	2.4	841.6	292.5	876.8	150.2	-	-0.1	0.1	1.0	00:00:24:745	-	-	-	-	-	-	-	-
89736.4	18:02:07:790	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	73	2.4	840.4	292.5	875.5	150.2	-	-0.1	0.1	1.0	00:00:24:787	-	-	-	-	-	-	-	-
89770.1	18:02:07:824	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	73	2.4	840.2	293.2	875.2	149.5	-	-0.1	0.1	1.0	00:00:24:828	-	-	-	-	-	-	-	-
89803.0	18:02:07:857	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	69	2.4	841.9	293.0	878.0	149.4	-	-0.1	0.1	1.0	00:00:24:870	-	-	-	-	-	-	-	-
89836.3	18:02:07:890	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	69	2.4	853.8	302.5	887.4	159.7	-	-0.1	0.1	1.0	00:00:24:870	-	-	-	-	-	-	-	-
89869.6	18:02:07:923	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	854.1	302.2	887.6	160.0	-	-0.1	0.1	1.0	00:00:24:912	-	-	-	-	-	-	-	-
89902.9	18:02:07:957	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	854.2	302.2	887.8	160.4	-	-0.1	0.1	1.0	00:00:24:953	-	-	-	-	-	-	-	-
89936.3	18:02:07:990	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	853.6	301.0	885.6	157.5	-	-0.1	0.1	1.0	00:00:24:953	-	-	-	-	-	-	-	-
89969.7	18:02:08:024	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	854.4	300.9	886.2	157.8	-	-0.1	0.1	1.0	00:00:24:995	-	-	-	-	-	-	-	-
90003.0	18:02:08:057	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	852.6	302.2	884.4	159.6	-	-0.1	0.1	1.0	00:00:25:037	-	-	-	-	-	-	-	-
90036.8	18:02:08:091	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	853.0	301.7	885.3	160.7	-	-0.1	0.1	1.0	00:00:25:078	-	-	-	-	-	-	-	-
90069.3	18:02:08:123	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	852.8	301.8	885.5	159.2	-	-0.1	0.1	1.0	00:00:25:120	-	-	-	-	-	-	-	-
90102.9	18:02:08:157	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.4	851.9	303.9	883.2	160.6	-	-0.1	0.1	1.0	00:00:25:162	-	-	-	-	-	-	-	-
90135.9	18:02:08:190	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.5	851.6	303.9	885.0	161.7	-	-0.1	0.1	1.0	00:00:25:203	-	-	-	-	-	-	-	-
90169.5	18:02:08:223	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	74	2.5	850.0	303.6	883.3	161.7	-	-0.1	0.1	1.0	00:00:25:203	-	-	-	-	-	-	-	-
90203.6	18:02:08:257	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	70	2.5	848.8	303.6	882.7	162.0	-	-0.1	0.1	1.0	00:00:25:245	-	-	-	-	-	-	-	-
90236.1	18:02:08:290	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	70	2.5	813.0	341.2	846.2	201.0	-	-0.1	0.0	1.0	00:00:25:287	-	-	-	-	-	-	-	-
90268.8	18:02:08:323	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	70	2.5	815.9	337.3	850.8	193.8	-	-0.1	0.0	1.0	00:00:25:328	-	-	-	-	-	-	-	-
90302.1	18:02:08:356	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	813.1	337.4	848.7	195.5	-	-0.1	0.0	1.0	00:00:25:328	-	-	-	-	-	-	-	-
90335.5	18:02:08:389	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	812.4	337.9	848.4	196.5	-	-0.1	0.0	1.0	00:00:25:370	-	-	-	-	-	-	-	-
90368.8	18:02:08:423	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	813.3	338.1	849.5	195.9	-	-0.1	0.0	1.0	00:00:25:412	-	-	-	-	-	-	-	-
90402.0	18:02:08:456	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	813.6	338.2	849.9	196.4	-	-0.1	0.0	1.0	00:00:25:453	-	-	-	-	-	-	-	-
90435.3	18:02:08:489	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	814.1	338.3	850.9	199.2	-	-0.1	0.0	1.0	00:00:25:453	-	-	-	-	-	-	-	-
90468.8	18:02:08:523	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	813.7	338.6	850.2	198.7	-	-0.1	0.0	1.0	00:00:25:495	-	-	-	-	-	-	-	-
90502.1	18:02:08:556	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	814.5	337.3	851.8	197.8	-	-0.1	0.0	1.0	00:00:25:537	-	-	-	-	-	-	-	-
90535.2	18:02:08:589	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	75	2.5	812.9	337.5	849.4	196.5	-	-0.1	0.0	1.0	00:00:25:578	-	-	-	-	-	-	-	-
90568.9	18:02:08:623	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	71	2.5	812.0	337.0	848.8	197.0	-	-0.1	0.0	1.0	00:00:25:620	-	-	-	-	-	-	-	-
90601.6	18:02:08:655	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	71	2.6	841.4	327.6	876.1	186.2	-	-0.1	0.1	1.0	00:00:25:662	-	-	-	-	-	-	-	-
90635.5	18:02:08:689	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.6	838.4	327.2	873.3	185.2	-	-0.1	0.1	1.0	00:00:25:662	-	-	-	-	-	-	-	-
90668.6	18:02:08:722	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.6	837.6	327.1	872.8	185.2	-	-0.1	0.1	1.0	00:00:25:703	-	-	-	-	-	-	-	-
90701.6	18:02:08:755	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.6	837.5	325.9	874.3	185.3	-	-0.1	0.1	1.0	00:00:25:703	-	-	-	-	-	-	-	-
90735.0	18:02:08:789	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.6	838.0	325.3	872.6	184.0	-	-0.1	0.1	1.0	00:00:25:787	-	-	-	-	-	-	-	-
90768.3	18:02:08:822	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	836.9	325.7	872.4	184.5	-	-0.1	0.1	1.0	00:00:25:787	-	-	-	-	-	-	-	-
90801.3	18:02:08:855	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	837.0	325.0	872.9	183.4	-	-0.1	0.1	1.0	00:00:25:828	-	-	-	-	-	-	-	-
90834.8	18:02:08:889	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	837.2	326.7	872.7	184.5	-	-0.1	0.1	1.0	00:00:25:870	-	-	-	-	-	-	-	-
90867.8	18:02:08:922	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	836.7	326.7	871.6	185.4	-	-0.1	0.1	1.0	00:00:25:912	-	-	-	-	-	-	-	-
90901.1	18:02:08:955	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	837.7	326.9	872.2	186.1	-	-0.1	0.1	1.0	00:00:25:953	-	-	-	-	-	-	-	-
90934.4	18:02:08:988	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	76	2.5	836.3	327.9	872.4	190.7	-	-0.1	0.0	1.0	00:00:25:995	-	-	-	-	-	-	-	-
90968.2	18:02:09:022	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	72	2.5	836.7	331.1	872.0	190.3	-	-0.1	0.0	1.0	00:00:26:037	-	-	-	-	-	-	-	-
91001.2	18:02:09:055	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	72	2.5	834.7	334.8	870.0	195.4	-	-0.1	0.0	1.0	00:00:26:037	-	-	-	-	-	-	-	-
91034.4	18:02:09:088	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	72	2.4	762.3	393.1	794.3	245.6	-	-0.1	0.0	1.0	00:00:26:078	-	-	-	-	-	-	-	-
91067.6	18:02:09:121	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.6	714.4	438.4	745.8	285.2	-	0.0	0.0	1.0	00:00:26:120	-	-	-	-	-	-	-	-
91100.8	18:02:09:155	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.5	710.9	440.6	745.3	292.7	-	0.0	0.0	1.0	00:00:26:162	-	-	-	-	-	-	-	-
91134.2	18:02:09:188	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.5	709.1	443.8	743.9	298.6	-	0.0	0.0	1.0	00:00:26:162	-	-	-	-	-	-	-	-
91167.5	18:02:09:221	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.6	708.0	448.5	744.8	302.7	-	0.0	0.0	1.0	00:00:26:203	-	-	-	-	-	-	-	-
91200.8	18:02:09:255	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.6	708.9	452.4	746.9	307.6	-	0.0	0.0	1.0	00:00:26:245	-	-	-	-	-	-	-	-
91233.9	18:02:09:288	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.6	709.6	455.2	747.9	311.1	-	0.0	0.0	1.0	00:00:26:287	-	-	-	-	-	-	-	-
91267.1	18:02:09:321	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.5	709.0	456.5	747.7	313.0	-	0.0	-0.1	1.0	00:00:26:287	-	-	-	-	-	-	-	-
91300.4	18:02:09:354	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	77	2.6	708.7	454.2	749.0	310.2	-	0.0	0.0	1.0	00:00:26:328	-	-	-	-	-	-	-	-
91334.1	18:02:09:388	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	73	2.6	708.0	449.4	749.3	307.6	-	0.0	0.0	1.0	00:00:26:370	-	-	-	-	-	-	-	-
91367.0	18:02:09:421	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	73	2.6	708.0	440.4	749.7	300.8	-	0.0	0.0	1.0	00:00:26:412	-	-	-	-	-	-	-	-
91400.2	18:02:09:454	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	78	2.6	707.8	436.0	750.4	295.8	-	0.0	0.0	1.0	00:00:26:453	-	-	-	-	-	-	-	-
91433.9	18:02:09:488	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	78	2.5	708.6	430.8	750.3	288.5	-	0.0	0.0	1.0	00:00:26:495	-	-	-	-	-	-	-	-
91467.3	18:02:09:521	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	78	2.5	709.8	423.4	751.3	283.6	-	0.0	0.0	1.0	00:00:26:495	-	-	-	-	-	-	-	-
91500.4	18:02:09:554	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	78	2.5	708.5	420.9	750.7	280.6	-	0.0	0.0	1.0	00:00:26:536	-	-	-	-	-	-	-	-
91533.4	18:02:09:587	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	78	2.5	704.2	416.8	745.6	276.5	-	0.0	0.0	1.0	00:00:26:536	-	-	-	-	-	-	-	-
91566.8	18:02:09:621	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	74	2.5	698.3	411.9	741.3	272.8	-	0.0	0.0	1.0	00:00:26:619	-	-	-	-	-	-	-	-
91600.0	18:02:09:654	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	74	2.5	689.8	410.0	732.9	269.5	-	0.0	0.0	1.0	00:00:26:619	-	-	-	-	-	-	-	-
91633.5	18:02:09:687	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	79	2.5	684.5	411.7	728.6	272.3	-	0.0	0.0	1.0	00:00:26:661	-	-	-	-	-	-	-	-
91667.0	18:02:09:721	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	79	2.5	679.5	419.4	724.6	279.0	-	0.0	0.0	1.0	00:00:26:702	-	-	-	-	-	-	-	-
91699.8	18:02:09:754	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	75	2.5	679.4	410.0	727.0	274.1	-	0.0	0.0	1.0	00:00:26:744	-	-	-	-	-	-	-	-
91733.1	18:02:09:787	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Saccade	75	2.5	701.7	400.6	746.5	263.3	-	0.0	0.0	1.0	00:00:26:744	-	-	-	-	-	-	-	-
91766.7	18:02:09:821	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.7	399.2	743.9	260.0	-	0.0	0.0	1.0	00:00:26:827	-	-	-	-	-	-	-	-
91799.8	18:02:09:854	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.0	397.0	741.8	259.1	-	0.0	0.0	1.0	00:00:26:827	-	-	-	-	-	-	-	-
91833.3	18:02:09:887	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.4	395.6	742.7	258.1	-	0.0	0.0	1.0	00:00:26:869	-	-	-	-	-	-	-	-
91866.5	18:02:09:920	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.4	701.0	392.0	744.1	254.3	-	0.0	0.0	1.0	00:00:26:911	-	-	-	-	-	-	-	-
91899.3	18:02:09:953	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.0	390.1	743.0	252.9	-	0.0	0.0	1.0	00:00:26:952	-	-	-	-	-	-	-	-
91932.7	18:02:09:987	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.3	390.7	743.4	252.7	-	0.0	0.0	1.0	00:00:26:994	-	-	-	-	-	-	-	-
91966.1	18:02:10:020	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	698.2	393.2	742.8	257.0	-	0.0	0.0	1.0	00:00:26:994	-	-	-	-	-	-	-	-
91999.2	18:02:10:053	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	700.3	394.8	744.0	256.8	-	0.0	0.0	1.0	00:00:27:036	-	-	-	-	-	-	-	-
92032.5	18:02:10:086	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	701.0	394.0	745.0	257.5	-	0.0	0.0	1.0	00:00:27:077	-	-	-	-	-	-	-	-
92065.7	18:02:10:120	Trial001	Zak-1-recording.avi	23526.0	82999.0	Zak	Coral	98.3	Eye	Visual Intake	80	2.5	701.6	392.3	746.2	255.9	-	0.0	0.0	1.0	00:00:27:119	-	-	-	-	-	-	-	-
